date = 2024-06-30 20:52:14.607, timestamp = 352617246027441, x = 326, y = 646
date = 2024-06-30 20:52:16.358, timestamp = 352618997306087, x = 187, y = 698
date = 2024-06-30 20:52:18.099, timestamp = 352620738286816, x = 779, y = 1485
date = 2024-06-30 20:52:19.754, timestamp = 352622393305565, x = 900, y = 1333
date = 2024-06-30 20:52:21.495, timestamp = 352624134799315, x = 741, y = 221
date = 2024-06-30 20:52:23.262, timestamp = 352625901327961, x = 216, y = 1428
date = 2024-06-30 20:52:25.088, timestamp = 352627726974835, x = 478, y = 210
date = 2024-06-30 20:52:26.890, timestamp = 352629529051398, x = 118, y = 753
date = 2024-06-30 20:52:28.680, timestamp = 352631319838377, x = 634, y = 185
date = 2024-06-30 20:52:30.386, timestamp = 352633025273793, x = 587, y = 969
date = 2024-06-30 20:52:32.294, timestamp = 352634933830564, x = 82, y = 1052
date = 2024-06-30 20:52:33.980, timestamp = 352636619114417, x = 1015, y = 736
date = 2024-06-30 20:52:35.827, timestamp = 352638466936813, x = 425, y = 342
date = 2024-06-30 20:52:37.620, timestamp = 352640259607125, x = 852, y = 79
date = 2024-06-30 20:52:39.428, timestamp = 352642067887333, x = 112, y = 1854
date = 2024-06-30 20:52:41.435, timestamp = 352644074622750, x = 233, y = 146
date = 2024-06-30 20:52:43.252, timestamp = 352645891783166, x = 252, y = 167
date = 2024-06-30 20:52:45.034, timestamp = 352647673195666, x = 805, y = 103
date = 2024-06-30 20:52:46.958, timestamp = 352649597649832, x = 101, y = 769
date = 2024-06-30 20:52:48.692, timestamp = 352651331407124, x = 673, y = 1642
date = 2024-06-30 20:52:50.653, timestamp = 352653292536811, x = 78, y = 474
date = 2024-06-30 20:52:52.420, timestamp = 352655059136290, x = 987, y = 1105
date = 2024-06-30 20:52:54.134, timestamp = 352656773629519, x = 546, y = 1056
date = 2024-06-30 20:52:55.947, timestamp = 352658586680560, x = 543, y = 1332
date = 2024-06-30 20:52:57.769, timestamp = 352660408736810, x = 98, y = 1894
date = 2024-06-30 20:52:59.542, timestamp = 352662180981080, x = 808, y = 693
date = 2024-06-30 20:53:01.120, timestamp = 352663759312851, x = 805, y = 1602
date = 2024-06-30 20:53:02.906, timestamp = 352665545536809, x = 800, y = 1432
date = 2024-06-30 20:53:04.605, timestamp = 352667244871704, x = 437, y = 1240
date = 2024-06-30 20:53:06.671, timestamp = 352669310131600, x = 70, y = 548
date = 2024-06-30 20:53:08.509, timestamp = 352671148816496, x = 130, y = 1981
date = 2024-06-30 20:53:10.360, timestamp = 352672999372745, x = 895, y = 1649
date = 2024-06-30 20:53:12.298, timestamp = 352674937091495, x = 199, y = 750
date = 2024-06-30 20:53:14.116, timestamp = 352676755471182, x = 397, y = 1351
date = 2024-06-30 20:53:16.005, timestamp = 352678644246182, x = 902, y = 104
date = 2024-06-30 20:53:17.889, timestamp = 352680528845661, x = 85, y = 571
date = 2024-06-30 20:53:20.160, timestamp = 352682799315452, x = 965, y = 469
date = 2024-06-30 20:53:22.046, timestamp = 352684684905556, x = 385, y = 941
date = 2024-06-30 20:53:23.916, timestamp = 352686555665452, x = 687, y = 1403
date = 2024-06-30 20:53:26.142, timestamp = 352688781056597, x = 904, y = 226
date = 2024-06-30 20:53:28.157, timestamp = 352690796703993, x = 146, y = 1723
date = 2024-06-30 20:53:30.292, timestamp = 352692931573263, x = 220, y = 1957
date = 2024-06-30 20:53:32.205, timestamp = 352694844301909, x = 614, y = 1507
date = 2024-06-30 20:53:34.407, timestamp = 352697046563887, x = 803, y = 1393
date = 2024-06-30 20:53:36.265, timestamp = 352698904772220, x = 866, y = 853
date = 2024-06-30 20:53:38.768, timestamp = 352701407720137, x = 778, y = 1613
date = 2024-06-30 20:53:40.574, timestamp = 352703213093053, x = 866, y = 204
date = 2024-06-30 20:53:42.528, timestamp = 352705167733157, x = 157, y = 59
date = 2024-06-30 20:53:44.613, timestamp = 352707252916490, x = 60, y = 2010
date = 2024-06-30 20:53:46.471, timestamp = 352709110217531, x = 467, y = 35
date = 2024-06-30 20:53:48.363, timestamp = 352711002869094, x = 48, y = 1851
date = 2024-06-30 20:53:50.202, timestamp = 352712841396697, x = 902, y = 721
date = 2024-06-30 20:53:52.215, timestamp = 352714854127426, x = 121, y = 2005
date = 2024-06-30 20:53:53.099, timestamp = 352715738308676, x = 939, y = 1269
date = 2024-06-30 20:53:54.867, timestamp = 352717506430030, x = 361, y = 602
date = 2024-06-30 20:53:56.743, timestamp = 352719382800342, x = 374, y = 974
date = 2024-06-30 20:53:58.443, timestamp = 352721082115967, x = 634, y = 914
date = 2024-06-30 20:54:00.382, timestamp = 352723020951904, x = 669, y = 1601
date = 2024-06-30 20:54:02.225, timestamp = 352724864271696, x = 394, y = 440
date = 2024-06-30 20:54:04.030, timestamp = 352726669139404, x = 75, y = 1245
date = 2024-06-30 20:54:05.846, timestamp = 352728485142008, x = 750, y = 1493
date = 2024-06-30 20:54:07.715, timestamp = 352730354926903, x = 275, y = 77
date = 2024-06-30 20:54:09.562, timestamp = 352732201723257, x = 375, y = 723
date = 2024-06-30 20:54:11.379, timestamp = 352734018768569, x = 667, y = 434
date = 2024-06-30 20:54:13.090, timestamp = 352735729263882, x = 447, y = 1116
date = 2024-06-30 20:54:15.218, timestamp = 352737857848256, x = 1010, y = 727
date = 2024-06-30 20:54:16.944, timestamp = 352739583302423, x = 631, y = 464
date = 2024-06-30 20:54:19.783, timestamp = 352742422206068, x = 374, y = 716
date = 2024-06-30 20:54:21.565, timestamp = 352744204617526, x = 429, y = 1028
date = 2024-06-30 20:54:23.387, timestamp = 352746026665442, x = 779, y = 559
date = 2024-06-30 20:54:25.189, timestamp = 352747828167525, x = 802, y = 1267
date = 2024-06-30 20:54:27.047, timestamp = 352749686719609, x = 474, y = 1554
date = 2024-06-30 20:54:28.887, timestamp = 352751526755546, x = 402, y = 1796
date = 2024-06-30 20:54:30.911, timestamp = 352753550838358, x = 367, y = 1328
date = 2024-06-30 20:54:32.526, timestamp = 352755164962837, x = 605, y = 1200
date = 2024-06-30 20:54:34.357, timestamp = 352756996082107, x = 462, y = 454
date = 2024-06-30 20:54:36.215, timestamp = 352758854750336, x = 671, y = 1999
date = 2024-06-30 20:54:37.897, timestamp = 352760536783669, x = 810, y = 1280
date = 2024-06-30 20:54:39.746, timestamp = 352762384927940, x = 918, y = 603
date = 2024-06-30 20:54:41.450, timestamp = 352764089489919, x = 520, y = 644
date = 2024-06-30 20:54:43.473, timestamp = 352766112118044, x = 82, y = 503
date = 2024-06-30 20:54:45.206, timestamp = 352767845335752, x = 667, y = 1016
date = 2024-06-30 20:54:47.424, timestamp = 352770063021168, x = 108, y = 161
date = 2024-06-30 20:54:49.178, timestamp = 352771817032105, x = 562, y = 1056
date = 2024-06-30 20:54:50.937, timestamp = 352773576594084, x = 420, y = 495
date = 2024-06-30 20:54:52.849, timestamp = 352775488872730, x = 425, y = 1660
date = 2024-06-30 20:54:54.618, timestamp = 352777257251896, x = 936, y = 317
date = 2024-06-30 20:54:56.296, timestamp = 352778934930021, x = 624, y = 702
date = 2024-06-30 20:54:58.056, timestamp = 352780695929500, x = 336, y = 987
date = 2024-06-30 20:54:59.652, timestamp = 352782290943562, x = 665, y = 1243
date = 2024-06-30 20:55:01.446, timestamp = 352784085863353, x = 826, y = 75
date = 2024-06-30 20:55:03.315, timestamp = 352785954103978, x = 23, y = 242
date = 2024-06-30 20:55:05.101, timestamp = 352787740675853, x = 194, y = 1764
date = 2024-06-30 20:55:06.894, timestamp = 352789532943561, x = 592, y = 74
date = 2024-06-30 20:55:08.732, timestamp = 352791371239915, x = 407, y = 1335
date = 2024-06-30 20:55:10.709, timestamp = 352793348326373, x = 284, y = 678
date = 2024-06-30 20:55:13.020, timestamp = 352795659555539, x = 761, y = 1416
date = 2024-06-30 20:55:14.855, timestamp = 352797494850851, x = 491, y = 1837
date = 2024-06-30 20:55:16.742, timestamp = 352799381406580, x = 162, y = 1810
date = 2024-06-30 20:55:18.489, timestamp = 352801128395642, x = 405, y = 603
date = 2024-06-30 20:55:20.873, timestamp = 352803512723246, x = 79, y = 1303
date = 2024-06-30 20:55:22.744, timestamp = 352805383108663, x = 737, y = 1898
date = 2024-06-30 20:55:24.573, timestamp = 352807212420641, x = 618, y = 1133
date = 2024-06-30 20:55:26.476, timestamp = 352809115169599, x = 510, y = 1279
date = 2024-06-30 20:55:28.423, timestamp = 352811062704495, x = 463, y = 1584
date = 2024-06-30 20:55:30.214, timestamp = 352812853437307, x = 341, y = 994
date = 2024-06-30 20:55:32.017, timestamp = 352814655973244, x = 175, y = 147
date = 2024-06-30 20:55:33.859, timestamp = 352816497938869, x = 63, y = 997
date = 2024-06-30 20:55:35.647, timestamp = 352818286897723, x = 107, y = 1309
date = 2024-06-30 20:55:37.412, timestamp = 352820051764389, x = 764, y = 415
date = 2024-06-30 20:55:38.937, timestamp = 352821576259181, x = 465, y = 1098
date = 2024-06-30 20:55:40.840, timestamp = 352823479924285, x = 80, y = 1621
date = 2024-06-30 20:55:42.627, timestamp = 352825266662826, x = 129, y = 940
date = 2024-06-30 20:55:44.347, timestamp = 352826986077930, x = 564, y = 482
date = 2024-06-30 20:55:46.023, timestamp = 352828662499284, x = 987, y = 250
date = 2024-06-30 20:55:47.785, timestamp = 352830424876888, x = 971, y = 322
date = 2024-06-30 20:55:49.432, timestamp = 352832071623242, x = 730, y = 339
date = 2024-06-30 20:55:51.180, timestamp = 352833819817512, x = 346, y = 1777
date = 2024-06-30 20:55:52.846, timestamp = 352835485637304, x = 498, y = 562
date = 2024-06-30 20:55:54.403, timestamp = 352837042823762, x = 659, y = 563
date = 2024-06-30 20:55:56.180, timestamp = 352838819032616, x = 468, y = 207
date = 2024-06-30 20:55:57.948, timestamp = 352840587356574, x = 669, y = 1908
date = 2024-06-30 20:55:59.644, timestamp = 352842283822199, x = 132, y = 973
date = 2024-06-30 20:56:01.279, timestamp = 352843918439386, x = 554, y = 777
date = 2024-06-30 20:56:03.158, timestamp = 352845797298761, x = 48, y = 1864
date = 2024-06-30 20:56:04.766, timestamp = 352847405140427, x = 648, y = 440
date = 2024-06-30 20:56:06.597, timestamp = 352849236856052, x = 1012, y = 1121
date = 2024-06-30 20:56:08.115, timestamp = 352850754016468, x = 486, y = 964
date = 2024-06-30 20:56:09.881, timestamp = 352852520159697, x = 184, y = 1181
date = 2024-06-30 20:56:11.691, timestamp = 352854330078447, x = 439, y = 1187
date = 2024-06-30 20:56:13.633, timestamp = 352856272287821, x = 717, y = 1852
date = 2024-06-30 20:56:15.591, timestamp = 352858230142509, x = 439, y = 1995
date = 2024-06-30 20:56:17.521, timestamp = 352860160719071, x = 668, y = 1544
date = 2024-06-30 20:56:19.498, timestamp = 352862137500841, x = 291, y = 1030
date = 2024-06-30 20:56:21.276, timestamp = 352863915621154, x = 977, y = 1361
date = 2024-06-30 20:56:23.169, timestamp = 352865808563862, x = 140, y = 1174
date = 2024-06-30 20:56:25.318, timestamp = 352867957253965, x = 77, y = 221
date = 2024-06-30 20:56:27.148, timestamp = 352869787880007, x = 279, y = 1246
date = 2024-06-30 20:56:30.013, timestamp = 352872652609173, x = 94, y = 1255
date = 2024-06-30 20:56:31.953, timestamp = 352874591996152, x = 447, y = 1408
date = 2024-06-30 20:56:33.837, timestamp = 352876476609693, x = 228, y = 1897
date = 2024-06-30 20:56:35.771, timestamp = 352878410044589, x = 482, y = 1483
date = 2024-06-30 20:56:37.655, timestamp = 352880294747714, x = 932, y = 113
date = 2024-06-30 20:56:39.515, timestamp = 352882154107088, x = 76, y = 1328
date = 2024-06-30 20:56:41.700, timestamp = 352884339910213, x = 1008, y = 2043
date = 2024-06-30 20:56:43.388, timestamp = 352886027581046, x = 707, y = 360
date = 2024-06-30 20:56:45.169, timestamp = 352887808594587, x = 302, y = 824
date = 2024-06-30 20:56:47.011, timestamp = 352889650006046, x = 1040, y = 58
date = 2024-06-30 20:56:49.027, timestamp = 352891666143545, x = 439, y = 1514
date = 2024-06-30 20:56:50.940, timestamp = 352893579155524, x = 374, y = 50
date = 2024-06-30 20:56:52.666, timestamp = 352895305421149, x = 487, y = 879
date = 2024-06-30 20:56:54.574, timestamp = 352897213392503, x = 239, y = 1682
date = 2024-06-30 20:56:56.479, timestamp = 352899118799273, x = 978, y = 1482
date = 2024-06-30 20:56:58.275, timestamp = 352900914013335, x = 289, y = 534
date = 2024-06-30 20:57:00.042, timestamp = 352902681897710, x = 813, y = 453
date = 2024-06-30 20:57:01.934, timestamp = 352904573091981, x = 86, y = 542
date = 2024-06-30 20:57:03.717, timestamp = 352906356821668, x = 964, y = 1922
date = 2024-06-30 20:57:05.439, timestamp = 352908078218022, x = 587, y = 171
date = 2024-06-30 20:57:07.058, timestamp = 352909697444063, x = 695, y = 1034
date = 2024-06-30 20:57:08.846, timestamp = 352911485887813, x = 828, y = 1994
date = 2024-06-30 20:57:10.585, timestamp = 352913223961250, x = 941, y = 264
date = 2024-06-30 20:57:13.679, timestamp = 352916318589375, x = 625, y = 868
date = 2024-06-30 20:57:15.327, timestamp = 352917965999270, x = 425, y = 1300
date = 2024-06-30 20:57:17.041, timestamp = 352919680896145, x = 915, y = 1556
date = 2024-06-30 20:57:18.810, timestamp = 352921449449270, x = 552, y = 745
date = 2024-06-30 20:57:20.444, timestamp = 352923083066457, x = 584, y = 788
date = 2024-06-30 20:57:22.156, timestamp = 352924795135728, x = 539, y = 1997
date = 2024-06-30 20:57:23.901, timestamp = 352926540460727, x = 223, y = 1106
date = 2024-06-30 20:57:26.021, timestamp = 352928660202394, x = 273, y = 1697
date = 2024-06-30 20:57:28.303, timestamp = 352930942682081, x = 679, y = 1848
date = 2024-06-30 20:57:30.125, timestamp = 352932764681560, x = 176, y = 832
date = 2024-06-30 20:57:31.859, timestamp = 352934498885726, x = 1002, y = 79
date = 2024-06-30 20:57:33.878, timestamp = 352936517259684, x = 1006, y = 718
date = 2024-06-30 20:57:35.480, timestamp = 352938119409163, x = 291, y = 261
date = 2024-06-30 20:57:37.238, timestamp = 352939877940413, x = 292, y = 1002
date = 2024-06-30 20:57:38.948, timestamp = 352941586952392, x = 534, y = 1531
date = 2024-06-30 20:57:40.616, timestamp = 352943255071142, x = 852, y = 1199
date = 2024-06-30 20:57:42.501, timestamp = 352945140897704, x = 88, y = 1820
date = 2024-06-30 20:57:44.293, timestamp = 352946932100828, x = 676, y = 203
date = 2024-06-30 20:57:46.059, timestamp = 352948698058641, x = 964, y = 2003
date = 2024-06-30 20:57:47.868, timestamp = 352950507798745, x = 136, y = 214
date = 2024-06-30 20:57:49.596, timestamp = 352952235824786, x = 92, y = 1037
date = 2024-06-30 20:57:51.299, timestamp = 352953938045619, x = 980, y = 941
date = 2024-06-30 20:57:53.076, timestamp = 352955715195619, x = 1008, y = 1277
date = 2024-06-30 20:57:54.822, timestamp = 352957461071139, x = 658, y = 580
date = 2024-06-30 20:57:56.629, timestamp = 352959268811243, x = 149, y = 1048
date = 2024-06-30 20:57:58.530, timestamp = 352961169917493, x = 151, y = 1870
date = 2024-06-30 20:58:00.366, timestamp = 352963005319576, x = 117, y = 2035
date = 2024-06-30 20:58:02.093, timestamp = 352964731961242, x = 402, y = 1737
date = 2024-06-30 20:58:03.867, timestamp = 352966506906034, x = 752, y = 742
date = 2024-06-30 20:58:05.928, timestamp = 352968567512283, x = 688, y = 555
date = 2024-06-30 20:58:07.799, timestamp = 352970438710200, x = 108, y = 630
date = 2024-06-30 20:58:13.611, timestamp = 352976250815928, x = 315, y = 756
date = 2024-06-30 20:58:15.275, timestamp = 352977914639886, x = 314, y = 909
date = 2024-06-30 20:58:17.051, timestamp = 352979690541448, x = 284, y = 1492
date = 2024-06-30 20:58:18.878, timestamp = 352981517337802, x = 1012, y = 118
date = 2024-06-30 20:58:20.566, timestamp = 352983205643531, x = 529, y = 798
date = 2024-06-30 20:58:22.298, timestamp = 352984937023739, x = 423, y = 919
date = 2024-06-30 20:58:23.972, timestamp = 352986611599260, x = 872, y = 1363
date = 2024-06-30 20:58:25.868, timestamp = 352988507434155, x = 105, y = 362
date = 2024-06-30 20:58:27.700, timestamp = 352990339357593, x = 147, y = 67
date = 2024-06-30 20:58:29.451, timestamp = 352992090642488, x = 181, y = 756
date = 2024-06-30 20:58:31.259, timestamp = 352993898357592, x = 645, y = 2055
date = 2024-06-30 20:58:32.861, timestamp = 352995500191967, x = 847, y = 646
date = 2024-06-30 20:58:34.789, timestamp = 352997428523737, x = 116, y = 628
date = 2024-06-30 20:58:36.460, timestamp = 352999099810716, x = 625, y = 1318
date = 2024-06-30 20:58:38.219, timestamp = 353000858690924, x = 675, y = 1381
date = 2024-06-30 20:58:41.764, timestamp = 353004403535195, x = 423, y = 1177
date = 2024-06-30 20:58:43.757, timestamp = 353006396905507, x = 52, y = 1991
date = 2024-06-30 20:58:45.613, timestamp = 353008252833111, x = 89, y = 274
date = 2024-06-30 20:58:47.377, timestamp = 353010016414881, x = 327, y = 1679
date = 2024-06-30 20:58:49.277, timestamp = 353011916308110, x = 72, y = 131
date = 2024-06-30 20:58:51.036, timestamp = 353013675517485, x = 239, y = 593
date = 2024-06-30 20:58:52.825, timestamp = 353015463940922, x = 219, y = 744
date = 2024-06-30 20:58:54.560, timestamp = 353017199907589, x = 819, y = 675
date = 2024-06-30 20:58:56.249, timestamp = 353018888582588, x = 976, y = 1300
date = 2024-06-30 20:58:58.075, timestamp = 353020714623213, x = 738, y = 994
date = 2024-06-30 20:58:59.879, timestamp = 353022518064879, x = 726, y = 1426
date = 2024-06-30 20:59:01.779, timestamp = 353024418078421, x = 197, y = 477
date = 2024-06-30 20:59:03.532, timestamp = 353026171521129, x = 428, y = 1315
date = 2024-06-30 20:59:05.452, timestamp = 353028090970087, x = 88, y = 1851
date = 2024-06-30 20:59:07.251, timestamp = 353029890450295, x = 934, y = 1708
date = 2024-06-30 20:59:08.935, timestamp = 353031574076336, x = 947, y = 675
date = 2024-06-30 20:59:10.702, timestamp = 353033341837274, x = 274, y = 905
date = 2024-06-30 20:59:12.431, timestamp = 353035070856544, x = 895, y = 1353
date = 2024-06-30 20:59:14.246, timestamp = 353036885136231, x = 92, y = 771
date = 2024-06-30 20:59:15.979, timestamp = 353038618785710, x = 770, y = 1921
date = 2024-06-30 20:59:18.068, timestamp = 353040706961231, x = 1008, y = 1969
date = 2024-06-30 20:59:19.949, timestamp = 353042588471126, x = 111, y = 1098
date = 2024-06-30 20:59:21.721, timestamp = 353044360133105, x = 674, y = 104
date = 2024-06-30 20:59:25.257, timestamp = 353047896303938, x = 806, y = 854
date = 2024-06-30 20:59:26.966, timestamp = 353049605206542, x = 785, y = 219
date = 2024-06-30 20:59:28.736, timestamp = 353051375192479, x = 130, y = 712
date = 2024-06-30 20:59:30.613, timestamp = 353053252557583, x = 1017, y = 825
date = 2024-06-30 20:59:32.635, timestamp = 353055274649249, x = 913, y = 765
date = 2024-06-30 20:59:34.828, timestamp = 353057467752895, x = 43, y = 1603
date = 2024-06-30 20:59:37.959, timestamp = 353060598279457, x = 818, y = 1507
date = 2024-06-30 20:59:39.750, timestamp = 353062389215915, x = 303, y = 805
date = 2024-06-30 20:59:41.517, timestamp = 353064156554977, x = 783, y = 163
date = 2024-06-30 20:59:43.283, timestamp = 353065922799769, x = 457, y = 1532
date = 2024-06-30 20:59:45.001, timestamp = 353067640155498, x = 206, y = 824
date = 2024-06-30 20:59:46.811, timestamp = 353069450077372, x = 371, y = 357
date = 2024-06-30 20:59:48.417, timestamp = 353071056273205, x = 792, y = 923
date = 2024-06-30 20:59:50.221, timestamp = 353072860724768, x = 264, y = 991
date = 2024-06-30 20:59:52.041, timestamp = 353074679983621, x = 92, y = 1047
date = 2024-06-30 20:59:53.773, timestamp = 353076412844038, x = 503, y = 1486
date = 2024-06-30 20:59:55.585, timestamp = 353078224366954, x = 423, y = 202
date = 2024-06-30 20:59:57.236, timestamp = 353079875165391, x = 754, y = 885
date = 2024-06-30 20:59:58.963, timestamp = 353081602853412, x = 126, y = 1414
date = 2024-06-30 21:00:00.799, timestamp = 353083438481537, x = 206, y = 152
date = 2024-06-30 21:00:02.544, timestamp = 353085183614870, x = 669, y = 1017
date = 2024-06-30 21:00:04.369, timestamp = 353087008065911, x = 419, y = 382
date = 2024-06-30 21:00:06.264, timestamp = 353088903438828, x = 709, y = 1488
date = 2024-06-30 21:00:07.992, timestamp = 353090630929973, x = 629, y = 706
date = 2024-06-30 21:00:09.869, timestamp = 353092508544556, x = 441, y = 1414
date = 2024-06-30 21:00:11.728, timestamp = 353094367439348, x = 634, y = 2006
date = 2024-06-30 21:00:13.913, timestamp = 353096552674764, x = 883, y = 1049
date = 2024-06-30 21:00:15.646, timestamp = 353098285633618, x = 731, y = 1749
date = 2024-06-30 21:00:17.453, timestamp = 353100092909138, x = 177, y = 403
date = 2024-06-30 21:00:19.321, timestamp = 353101960423201, x = 803, y = 52
date = 2024-06-30 21:00:21.091, timestamp = 353103730792992, x = 179, y = 1305
date = 2024-06-30 21:00:23.106, timestamp = 353105745242471, x = 62, y = 106
date = 2024-06-30 21:00:24.717, timestamp = 353107356295075, x = 1035, y = 800
date = 2024-06-30 21:00:26.407, timestamp = 353109046666950, x = 787, y = 628
date = 2024-06-30 21:00:28.187, timestamp = 353110826747678, x = 79, y = 132
date = 2024-06-30 21:00:29.965, timestamp = 353112604626324, x = 307, y = 1012
date = 2024-06-30 21:00:31.528, timestamp = 353114167613824, x = 613, y = 1472
date = 2024-06-30 21:00:33.073, timestamp = 353115712113303, x = 962, y = 1885
date = 2024-06-30 21:00:33.335, timestamp = 353115974203928, x = 925, y = 1867
date = 2024-06-30 21:00:35.064, timestamp = 353117703484657, x = 1015, y = 400
date = 2024-06-30 21:00:36.819, timestamp = 353119458717990, x = 996, y = 1714
date = 2024-06-30 21:00:38.681, timestamp = 353121320600802, x = 153, y = 175
date = 2024-06-30 21:00:40.386, timestamp = 353123025682052, x = 671, y = 718
date = 2024-06-30 21:00:42.084, timestamp = 353124723218510, x = 887, y = 867
date = 2024-06-30 21:00:43.870, timestamp = 353126509539864, x = 920, y = 1255
date = 2024-06-30 21:00:45.770, timestamp = 353128409127363, x = 720, y = 885
date = 2024-06-30 21:00:47.568, timestamp = 353130207172155, x = 800, y = 1305
date = 2024-06-30 21:00:49.276, timestamp = 353131914997154, x = 738, y = 1489
date = 2024-06-30 21:00:51.009, timestamp = 353133648514862, x = 960, y = 1552
date = 2024-06-30 21:00:52.670, timestamp = 353135309081008, x = 405, y = 1102
date = 2024-06-30 21:00:54.379, timestamp = 353137018108091, x = 413, y = 1891
date = 2024-06-30 21:00:56.171, timestamp = 353138810088820, x = 317, y = 919
date = 2024-06-30 21:00:57.998, timestamp = 353140637751320, x = 385, y = 754
date = 2024-06-30 21:00:59.671, timestamp = 353142310772674, x = 778, y = 79
date = 2024-06-30 21:01:01.472, timestamp = 353144111339861, x = 387, y = 1288
date = 2024-06-30 21:01:03.290, timestamp = 353145928987777, x = 79, y = 1063
date = 2024-06-30 21:01:04.964, timestamp = 353147603878402, x = 661, y = 485
date = 2024-06-30 21:01:06.763, timestamp = 353149402517985, x = 1000, y = 1197
date = 2024-06-30 21:01:08.648, timestamp = 353151287342985, x = 280, y = 2063
date = 2024-06-30 21:01:10.371, timestamp = 353153010017985, x = 602, y = 1125
date = 2024-06-30 21:01:12.233, timestamp = 353154872864859, x = 73, y = 1317
date = 2024-06-30 21:01:14.034, timestamp = 353156673489338, x = 113, y = 1504
date = 2024-06-30 21:01:15.911, timestamp = 353158550359129, x = 60, y = 1430
date = 2024-06-30 21:01:17.837, timestamp = 353160476620588, x = 820, y = 1113
date = 2024-06-30 21:01:19.570, timestamp = 353162209904441, x = 817, y = 390
date = 2024-06-30 21:01:21.417, timestamp = 353164056704962, x = 211, y = 1994
date = 2024-06-30 21:01:23.261, timestamp = 353165900574233, x = 853, y = 1959
date = 2024-06-30 21:01:25.270, timestamp = 353167909273711, x = 1016, y = 1478
date = 2024-06-30 21:01:27.040, timestamp = 353169679789336, x = 790, y = 1812
date = 2024-06-30 21:01:28.885, timestamp = 353171524579440, x = 182, y = 1871
date = 2024-06-30 21:01:30.700, timestamp = 353173339780481, x = 92, y = 1907
date = 2024-06-30 21:01:32.444, timestamp = 353175083394544, x = 830, y = 856
date = 2024-06-30 21:01:34.155, timestamp = 353176793941939, x = 926, y = 21
date = 2024-06-30 21:01:35.938, timestamp = 353178577718501, x = 436, y = 1333
date = 2024-06-30 21:01:37.755, timestamp = 353180394054959, x = 674, y = 28
date = 2024-06-30 21:01:39.394, timestamp = 353182033288293, x = 957, y = 87
date = 2024-06-30 21:01:41.404, timestamp = 353184043038813, x = 497, y = 46
date = 2024-06-30 21:01:43.454, timestamp = 353186093925792, x = 155, y = 1922
date = 2024-06-30 21:01:45.432, timestamp = 353188071097667, x = 381, y = 722
date = 2024-06-30 21:01:47.565, timestamp = 353190204917979, x = 1038, y = 1209
date = 2024-06-30 21:01:49.583, timestamp = 353192222798187, x = 95, y = 959
date = 2024-06-30 21:01:51.290, timestamp = 353193929275270, x = 853, y = 871
date = 2024-06-30 21:01:53.172, timestamp = 353195811724749, x = 310, y = 2058
date = 2024-06-30 21:01:55.956, timestamp = 353198595791415, x = 999, y = 332
date = 2024-06-30 21:01:57.831, timestamp = 353200470598706, x = 928, y = 419
date = 2024-06-30 21:01:59.577, timestamp = 353202215929435, x = 307, y = 900
date = 2024-06-30 21:02:01.400, timestamp = 353204039530998, x = 263, y = 552
date = 2024-06-30 21:02:03.316, timestamp = 353205955141935, x = 975, y = 1005
date = 2024-06-30 21:02:05.126, timestamp = 353207765886726, x = 725, y = 1619
date = 2024-06-30 21:02:07.674, timestamp = 353210313002872, x = 994, y = 94
date = 2024-06-30 21:02:09.949, timestamp = 353212588577350, x = 74, y = 135
date = 2024-06-30 21:02:11.658, timestamp = 353214297030475, x = 104, y = 1604
date = 2024-06-30 21:02:13.944, timestamp = 353216583738808, x = 232, y = 519
date = 2024-06-30 21:02:15.948, timestamp = 353218586947662, x = 563, y = 1006
date = 2024-06-30 21:02:17.688, timestamp = 353220327520058, x = 736, y = 1454
date = 2024-06-30 21:02:19.513, timestamp = 353222151963286, x = 699, y = 2066
date = 2024-06-30 21:02:21.342, timestamp = 353223981041932, x = 918, y = 1545
date = 2024-06-30 21:02:23.426, timestamp = 353226064964848, x = 126, y = 590
date = 2024-06-30 21:02:25.187, timestamp = 353227826759640, x = 966, y = 650
date = 2024-06-30 21:02:26.886, timestamp = 353229525830473, x = 525, y = 1523
date = 2024-06-30 21:02:28.712, timestamp = 353231351070056, x = 452, y = 120
date = 2024-06-30 21:02:30.546, timestamp = 353233185337243, x = 150, y = 1797
date = 2024-06-30 21:02:32.352, timestamp = 353234991145055, x = 752, y = 386
date = 2024-06-30 21:02:34.308, timestamp = 353236947242451, x = 148, y = 1075
date = 2024-06-30 21:02:36.070, timestamp = 353238709920055, x = 425, y = 614
date = 2024-06-30 21:02:37.827, timestamp = 353240466196617, x = 644, y = 1632
date = 2024-06-30 21:02:39.597, timestamp = 353242236261200, x = 168, y = 1402
date = 2024-06-30 21:02:41.384, timestamp = 353244023812762, x = 395, y = 130
date = 2024-06-30 21:02:43.290, timestamp = 353245929854949, x = 64, y = 1166
date = 2024-06-30 21:02:45.209, timestamp = 353247848521095, x = 91, y = 1069
date = 2024-06-30 21:02:46.890, timestamp = 353249529247657, x = 982, y = 1358
date = 2024-06-30 21:02:48.577, timestamp = 353251216847136, x = 684, y = 1195
date = 2024-06-30 21:02:50.412, timestamp = 353253051664323, x = 232, y = 125
date = 2024-06-30 21:02:52.252, timestamp = 353254891110677, x = 60, y = 1854
date = 2024-06-30 21:02:54.030, timestamp = 353256669461198, x = 405, y = 2014
